LSOA21CD,LSOA21NM,LSOA21NMW,ObjectId
E01010137,Solihull 012B,,9660
E01010283,Walsall 013D,,9661
E01010226,Solihull 016B,,9662
E01010174,Solihull 013A,,9663
E01010433,Wolverhampton 035E,,9664
E01010330,Walsall 029D,,9665
E01010381,Walsall 020D,,9666
E01010484,Wolverhampton 007C,,9667
E01010138,Solihull 011E,,9668
E01010284,Walsall 006A,,9669
E01010227,Solihull 015C,,9670
E01010175,Solihull 013B,,9671
E01010434,Wolverhampton 001A,,9672
E01010436,Wolverhampton 001B,,9673
E01010437,Wolverhampton 001C,,9674
E01010438,Wolverhampton 001D,,9675
E01010439,Wolverhampton 001E,,9676
E01010440,Wolverhampton 001F,,9677
E01010441,Wolverhampton 001G,,9678
E01010442,Wolverhampton 018A,,9679
E01010443,Wolverhampton 018B,,9680
E01010444,Wolverhampton 018C,,9681
E01010445,Wolverhampton 018D,,9682
E01010446,Wolverhampton 023E,,9683
E01010447,Wolverhampton 018E,,9684
E01010448,Wolverhampton 018F,,9685
E01010449,Wolverhampton 029A,,9686
E01010450,Wolverhampton 029B,,9687
E01010451,Wolverhampton 029C,,9688
E01010452,Wolverhampton 029D,,9689
E01010454,Wolverhampton 035G,,9690
E01010455,Wolverhampton 029E,,9691
E01010456,Wolverhampton 004A,,9692
E01010457,Wolverhampton 004B,,9693
E01010458,Wolverhampton 008A,,9694
E01010459,Wolverhampton 008B,,9695
E01010460,Wolverhampton 008C,,9696
E01010461,Wolverhampton 008D,,9697
E01010462,Wolverhampton 004C,,9698
E01010463,Wolverhampton 020A,,9699
E01010464,Wolverhampton 020B,,9700
E01010465,Wolverhampton 020C,,9701
E01010466,Wolverhampton 020D,,9702
E01010467,Wolverhampton 026A,,9703
E01010468,Wolverhampton 026B,,9704
E01010469,Wolverhampton 026C,,9705
E01010470,Wolverhampton 020E,,9706
E01010471,Wolverhampton 015A,,9707
E01010472,Wolverhampton 015B,,9708
E01010473,Wolverhampton 015C,,9709
E01010474,Wolverhampton 012A,,9710
E01010475,Wolverhampton 015D,,9711
E01010476,Wolverhampton 015E,,9712
E01010477,Wolverhampton 015F,,9713
E01010176,Solihull 014C,,9714
E01010177,Solihull 013C,,9715
E01010178,Solihull 013D,,9716
E01010179,Solihull 014D,,9717
E01010180,Solihull 029A,,9718
E01010181,Solihull 029B,,9719
E01010183,Solihull 029D,,9720
E01010184,Solihull 028B,,9721
E01010185,Solihull 028C,,9722
E01010186,Solihull 028D,,9723
E01010187,Solihull 028E,,9724
E01010188,Solihull 028F,,9725
E01010189,Solihull 029E,,9726
E01010190,Solihull 024A,,9727
E01010191,Solihull 022A,,9728
E01010192,Solihull 019A,,9729
E01010193,Solihull 024B,,9730
E01010194,Solihull 024C,,9731
E01010195,Solihull 016A,,9732
E01010196,Solihull 019B,,9733
E01010197,Solihull 019C,,9734
E01010198,Solihull 019D,,9735
E01010199,Solihull 018A,,9736
E01010200,Solihull 018B,,9737
E01010201,Solihull 018C,,9738
E01010202,Solihull 022B,,9739
E01010203,Solihull 022C,,9740
E01010204,Solihull 018D,,9741
E01010382,Walsall 019C,,9742
E01010205,Solihull 018E,,9743
E01010383,Walsall 019D,,9744
E01010285,Walsall 006B,,9745
E01010139,Solihull 006C,,9746
E01010228,Solihull 015D,,9747
E01010206,Solihull 018F,,9748
E01010485,Wolverhampton 007D,,9749
E01010384,Walsall 032A,,9750
E01010286,Walsall 006C,,9751
E01010331,Walsall 035A,,9752
E01010140,Solihull 007A,,9753
E01010229,Solihull 016C,,9754
E01010207,Solihull 024D,,9755
E01010486,Wolverhampton 011D,,9756
E01010385,Walsall 028A,,9757
E01010287,Walsall 012B,,9758
E01010332,Walsall 035B,,9759
E01010141,Solihull 006D,,9760
E01010230,Solihull 016D,,9761
E01010208,Solihull 023A,,9762
E01010487,Wolverhampton 021A,,9763
E01010386,Walsall 028B,,9764
E01010288,Walsall 012C,,9765
E01010333,Walsall 035C,,9766
E01010142,Solihull 007B,,9767
E01010231,Solihull 016E,,9768
E01010209,Solihull 022D,,9769
E01010488,Wolverhampton 021B,,9770
E01010489,Wolverhampton 028A,,9771
E01010490,Wolverhampton 028B,,9772
E01010491,Wolverhampton 028C,,9773
E01010492,Wolverhampton 028D,,9774
E01010493,Wolverhampton 021C,,9775
E01010494,Wolverhampton 028E,,9776
E01010495,Wolverhampton 002A,,9777
E01010496,Wolverhampton 003A,,9778
E01010497,Wolverhampton 002B,,9779
E01010498,Wolverhampton 003B,,9780
E01010499,Wolverhampton 002C,,9781
E01010500,Wolverhampton 002D,,9782
E01010501,Wolverhampton 006B,,9783
E01010502,Wolverhampton 006C,,9784
E01010503,Wolverhampton 006D,,9785
E01010504,Wolverhampton 021D,,9786
E01010505,Wolverhampton 021E,,9787
E01010506,Wolverhampton 017A,,9788
E01010507,Wolverhampton 021F,,9789
E01010508,Wolverhampton 017B,,9790
E01010509,Wolverhampton 019A,,9791
E01010510,Wolverhampton 017C,,9792
E01010511,Wolverhampton 017D,,9793
E01010512,Wolverhampton 017E,,9794
E01010513,Wolverhampton 031A,,9795
E01010514,Wolverhampton 031B,,9796
E01010515,Wolverhampton 031C,,9797
E01010516,Wolverhampton 026D,,9798
E01010517,Wolverhampton 031D,,9799
E01010518,Wolverhampton 026E,,9800
E01010519,Wolverhampton 030D,,9801
E01010520,Wolverhampton 030E,,9802
E01010522,Wolverhampton 013A,,9803
E01010523,Wolverhampton 013B,,9804
E01010524,Wolverhampton 013C,,9805
E01010525,Wolverhampton 013D,,9806
E01010526,Wolverhampton 016A,,9807
E01010527,Wolverhampton 016B,,9808
E01010528,Wolverhampton 016C,,9809
E01010232,Solihull 015E,,9810
E01010233,Solihull 016F,,9811
E01010234,Solihull 004B,,9812
E01010235,Solihull 002A,,9813
E01010236,Solihull 002B,,9814
E01010237,Solihull 004C,,9815
E01010238,Solihull 004D,,9816
E01010239,Solihull 002C,,9817
E01010240,Solihull 002D,,9818
E01010241,Walsall 015A,,9819
E01010242,Walsall 015B,,9820
E01010243,Walsall 015C,,9821
E01010244,Walsall 015D,,9822
E01010245,Walsall 022A,,9823
E01010246,Walsall 022B,,9824
E01010247,Walsall 022C,,9825
E01010248,Walsall 022D,,9826
E01010249,Walsall 004A,,9827
E01010250,Walsall 004B,,9828
E01010251,Walsall 007A,,9829
E01010252,Walsall 004C,,9830
E01010253,Walsall 007B,,9831
E01010254,Walsall 004D,,9832
E01010255,Walsall 007C,,9833
E01010256,Walsall 007D,,9834
E01010257,Walsall 007E,,9835
E01010258,Walsall 023A,,9836
E01010259,Walsall 023B,,9837
E01010260,Walsall 023C,,9838
E01010261,Walsall 033A,,9839
E01010262,Walsall 036A,,9840
E01010263,Walsall 033B,,9841
E01010264,Walsall 033C,,9842
E01010265,Walsall 033D,,9843
E01010266,Walsall 023D,,9844
E01010267,Walsall 021A,,9845
E01010289,Walsall 012D,,9846
E01010268,Walsall 021B,,9847
E01010290,Walsall 006D,,9848
E01010143,Solihull 007C,,9849
E01010334,Walsall 035D,,9850
E01010210,Solihull 023B,,9851
E01010269,Walsall 026A,,9852
E01010387,Walsall 028C,,9853
E01010291,Walsall 009A,,9854
E01010144,Solihull 007D,,9855
E01010335,Walsall 037A,,9856
E01010211,Solihull 023C,,9857
E01010270,Walsall 026B,,9858
E01010388,Walsall 022E,,9859
E01010292,Walsall 008A,,9860
E01010145,Solihull 005A,,9861
E01010336,Walsall 034A,,9862
E01010212,Solihull 027A,,9863
E01010389,Walsall 032B,,9864
E01010293,Walsall 009B,,9865
E01010146,Solihull 004A,,9866
E01010337,Walsall 037B,,9867
E01010213,Solihull 022E,,9868
E01010214,Solihull 027B,,9869
E01010215,Solihull 027C,,9870
E01010216,Solihull 027D,,9871
E01010217,Solihull 023D,,9872
E01010218,Solihull 021A,,9873
E01010219,Solihull 021B,,9874
E01010147,Solihull 005B,,9875
E01010148,Solihull 005C,,9876
E01010149,Solihull 005D,,9877
E01010150,Solihull 028A,,9878
E01010151,Solihull 026A,,9879
E01010152,Solihull 026B,,9880
E01010153,Solihull 026C,,9881
E01010154,Solihull 026D,,9882
E01010155,Solihull 026E,,9883
E01010294,Walsall 008B,,9884
E01010156,Solihull 026F,,9885
E01010295,Walsall 017D,,9886
E01010338,Walsall 037C,,9887
E01010390,Walsall 032C,,9888
E01010157,Solihull 010A,,9889
E01010296,Walsall 008C,,9890
E01010339,Walsall 037D,,9891
E01010391,Walsall 032D,,9892
E01010158,Solihull 012C,,9893
E01010297,Walsall 008D,,9894
E01010340,Walsall 034B,,9895
E01010392,Walsall 028D,,9896
E01010159,Solihull 010B,,9897
E01010298,Walsall 009C,,9898
E01010341,Walsall 034C,,9899
E01010393,Walsall 014A,,9900
E01010160,Solihull 012D,,9901
E01010299,Walsall 009D,,9902
E01010342,Walsall 034D,,9903
E01010394,Walsall 014B,,9904
E01010161,Solihull 012E,,9905
E01010300,Walsall 009E,,9906
E01010343,Walsall 034E,,9907
E01010395,Walsall 011A,,9908
E01010162,Solihull 010C,,9909
E01010301,Walsall 001A,,9910
E01010344,Walsall 034F,,9911
E01010396,Walsall 014C,,9912
E01010163,Solihull 010D,,9913
E01010302,Walsall 002A,,9914
E01010345,Walsall 003A,,9915
E01010397,Walsall 011B,,9916
E01010164,Solihull 017B,,9917
E01010303,Walsall 001B,,9918
E01010346,Walsall 003B,,9919
E01010398,Walsall 011C,,9920
E01010165,Solihull 017C,,9921
E01010304,Walsall 002B,,9922
E01010347,Walsall 003C,,9923
E01010399,Walsall 011D,,9924
E01010166,Solihull 025A,,9925
E01010305,Walsall 002C,,9926
E01010348,Walsall 005A,,9927
E01010400,Walsall 014D,,9928
E01010167,Solihull 017D,,9929
E01010306,Walsall 001C,,9930
E01010349,Walsall 005B,,9931
E01010401,Walsall 025A,,9932
E01010168,Solihull 025B,,9933
E01010307,Walsall 001D,,9934
E01010350,Walsall 003D,,9935
E01010402,Walsall 027A,,9936
E01010308,Walsall 002D,,9937
E01010351,Walsall 005C,,9938
E01010403,Walsall 025B,,9939
E01010309,Walsall 036B,,9940
E01010352,Walsall 005D,,9941
E01010404,Walsall 025C,,9942
E01010310,Walsall 038A,,9943
E01010353,Walsall 010C,,9944
E01010405,Walsall 027B,,9945
E01010311,Walsall 036C,,9946
E01010354,Walsall 010D,,9947
E01010406,Walsall 027C,,9948
E01010312,Walsall 038B,,9949
E01010355,Walsall 039B,,9950
E01010407,Walsall 025D,,9951
E01010313,Walsall 038C,,9952
E01010356,Walsall 039C,,9953
E01010408,Walsall 025E,,9954
E01010314,Walsall 038D,,9955
E01010357,Walsall 039D,,9956
E01010409,Walsall 027D,,9957
E01010315,Walsall 038E,,9958
E01010358,Walsall 039E,,9959
E01010410,Wolverhampton 033A,,9960
E01010316,Walsall 036D,,9961
E01010359,Walsall 039F,,9962
E01010411,Wolverhampton 033B,,9963
E01010317,Walsall 024A,,9964
E01010360,Walsall 039G,,9965
E01010412,Wolverhampton 033C,,9966
E01010318,Walsall 024B,,9967
E01010361,Walsall 031A,,9968
E01010413,Wolverhampton 033D,,9969
E01010319,Walsall 010A,,9970
E01010362,Walsall 026C,,9971
E01010414,Wolverhampton 027A,,9972
E01010415,Wolverhampton 027B,,9973
E01010416,Wolverhampton 027C,,9974
E01010417,Wolverhampton 023A,,9975
E01010418,Wolverhampton 022A,,9976
E01010419,Wolverhampton 023B,,9977
E01010420,Wolverhampton 023C,,9978
E01010421,Wolverhampton 022B,,9979
E01010422,Wolverhampton 027D,,9980
E01010423,Wolverhampton 022C,,9981
E01010424,Wolverhampton 022D,,9982
E01010425,Wolverhampton 023D,,9983
E01010363,Walsall 026D,,9984
E01010364,Walsall 031B,,9985
E01010365,Walsall 031C,,9986
E01010366,Walsall 031D,,9987
E01010367,Walsall 031E,,9988
E01010368,Walsall 030A,,9989
E01010369,Walsall 024D,,9990
E01010370,Walsall 030B,,9991
E01010372,Walsall 030D,,9992
E01010373,Walsall 030E,,9993
E01010374,Walsall 018D,,9994
E01010375,Walsall 018E,,9995
E01010320,Walsall 016A,,9996
E01010321,Walsall 010B,,9997
E01010322,Walsall 016B,,9998
E01010323,Walsall 016C,,9999
E01010324,Walsall 016D,,10000
E01010529,Wolverhampton 016D,,10001
E01010530,Wolverhampton 035H,,10002
E01010531,Wolverhampton 034A,,10003
E01010532,Wolverhampton 034B,,10004
E01010533,Wolverhampton 032A,,10005
E01010534,Wolverhampton 034C,,10006
E01010535,Wolverhampton 032B,,10007
E01010536,Wolverhampton 032C,,10008
E01010537,Wolverhampton 032D,,10009
E01010538,Wolverhampton 034D,,10010
E01010539,Wolverhampton 009A,,10011
E01010540,Wolverhampton 009B,,10012
E01010541,Wolverhampton 003C,,10013
E01010542,Wolverhampton 009C,,10014
E01010543,Wolverhampton 003D,,10015
E01010544,Wolverhampton 009D,,10016
E01010545,Wolverhampton 009E,,10018
E01010546,Wolverhampton 014A,,10019
E01010547,Wolverhampton 014B,,10020
E01010548,Wolverhampton 014C,,10022
E01010549,Wolverhampton 014D,,10024
E01010550,Wolverhampton 019B,,10029
E01010551,Wolverhampton 019C,,10036
E01010552,Wolverhampton 019D,,10044
E01010553,Wolverhampton 014E,,10052
E01010554,Wolverhampton 010A,,10060
E01010555,Wolverhampton 005A,,10068
E01010556,Wolverhampton 005B,,10076
E01010557,Wolverhampton 005C,,10117
E01010558,Wolverhampton 010B,,10118
E01010559,Wolverhampton 005D,,10119
E01010560,Wolverhampton 005E,,10120
E01010561,Wolverhampton 012B,,10121
E01010562,Wolverhampton 010C,,10122
E01010563,Wolverhampton 010D,,10123
E01010564,Wolverhampton 012C,,10124
E01010565,Wolverhampton 012D,,10125
E01010566,Wolverhampton 008E,,10126
E01010567,Wolverhampton 010E,,10127
E01032527,Coventry 035G,,30975
E01032528,Coventry 035H,,30976
E01032529,Coventry 038E,,30977
E01032530,Coventry 038F,,30978
E01032532,Coventry 036F,,30979
E01032533,Coventry 036G,,30980
E01032534,Coventry 037F,,30984
E01032535,Coventry 037G,,30985
E01032536,Coventry 001F,,30986
E01032537,Coventry 001G,,30987
E01032538,Coventry 001H,,30988
E01032885,Solihull 029F,,31075
E01032886,Solihull 029G,,31079
E01032888,Walsall 018F,,31083
E01032587,Coventry 043E,,31109
E01032589,Birmingham 132E,,31117
E01032590,Solihull 030D,,31121
E01032591,Birmingham 133F,,31125
E01033058,Coventry 042F,,31331
E01033894,Walsall 013F,,31686
E01033895,Walsall 013G,,31687
E01033896,Walsall 030F,,31688
E01033897,Walsall 030G,,31689
E01033622,Birmingham 138B,,31703
E01033623,Birmingham 138C,,31705
E01033624,Birmingham 134C,,31706
E01033625,Birmingham 138D,,31707
E01033626,Birmingham 134D,,31708
E01033627,Birmingham 137E,,31709
E01033629,Birmingham 106F,,31710
E01033630,Birmingham 031H,,31711
E01033638,Birmingham 049F,,31712
E01033640,Birmingham 134E,,31713
E01033642,Birmingham 063F,,31715
E01033643,Birmingham 082F,,31718
E01033646,Birmingham 031I,,31724
E01033648,Birmingham 084F,,31730
E01033649,Birmingham 058F,,31736
E01033650,Birmingham 077F,,31742
E01033557,Birmingham 134B,,31839
E01033559,Birmingham 049E,,31843
E01033561,Birmingham 050E,,31847
E01033562,Birmingham 087F,,31851
E01033564,Birmingham 136C,,31855
E01033565,Birmingham 137B,,31897
E01033567,Birmingham 135B,,31900
E01033615,Birmingham 135C,,31993
E01033616,Birmingham 135D,,31995
E01033617,Birmingham 050F,,31997
E01033618,Birmingham 137C,,31999
E01033620,Birmingham 138A,,32000
E01034312,Wolverhampton 020G,,32153
E01034306,Dudley 006H,,32201
E01034307,Dudley 006I,,32202
E01034308,Dudley 011E,,32203
E01034309,Dudley 011F,,32204
E01034310,Wolverhampton 006E,,32205
E01034311,Wolverhampton 006F,,32206
E01034313,Wolverhampton 020H,,32257
E01034314,Wolverhampton 035I,,32284
E01034315,Wolverhampton 035J,,32286
E01034735,Coventry 015G,,32578
E01034736,Coventry 015H,,32579
E01034737,Coventry 020F,,32580
E01034738,Coventry 020G,,32581
E01034739,Coventry 025E,,32582
E01034740,Coventry 025F,,32583
E01034741,Coventry 028E,,32584
E01034742,Coventry 028F,,32585
E01034743,Coventry 031E,,32586
E01034744,Coventry 031F,,32587
E01034745,Coventry 035I,,32588
E01034746,Coventry 035J,,32589
E01034747,Coventry 036H,,32590
E01034748,Coventry 036I,,32591
E01034749,Coventry 038G,,32592
E01034750,Coventry 038H,,32593
E01034913,Birmingham 014F,,33047
E01034914,Birmingham 014G,,33051
E01034915,Birmingham 023G,,33052
E01034916,Birmingham 023H,,33053
E01034917,Birmingham 035H,,33054
E01034918,Birmingham 035I,,33055
E01034919,Birmingham 037G,,33056
E01034920,Birmingham 037H,,33057
E01034921,Birmingham 039I,,33058
E01034922,Birmingham 039J,,33059
E01034923,Birmingham 041H,,33060
E01034924,Birmingham 041I,,33061
E01034925,Birmingham 041J,,33062
E01034926,Birmingham 041K,,33063
E01034927,Birmingham 043D,,33064
E01034928,Birmingham 043E,,33065
E01034929,Birmingham 050G,,33066
E01034930,Birmingham 050H,,33067
E01034931,Birmingham 051F,,33068
E01034932,Birmingham 051G,,33069
E01034933,Birmingham 052G,,33070
E01034934,Birmingham 052H,,33071
E01034935,Birmingham 058G,,33072
E01034936,Birmingham 079G,,33073
E01034937,Birmingham 079H,,33074
E01034938,Birmingham 088F,,33075
E01034939,Birmingham 088G,,33076
E01034940,Birmingham 096H,,33077
E01034941,Birmingham 096I,,33078
E01034942,Birmingham 125H,,33079
E01034943,Birmingham 125I,,33080
E01034944,Birmingham 129E,,33081
E01034945,Birmingham 129F,,33082
E01034946,Birmingham 135E,,33083
E01034947,Birmingham 135F,,33084
E01034948,Birmingham 136E,,33085
E01034949,Birmingham 136F,,33086
E01034950,Birmingham 137F,,33087
E01034951,Birmingham 137G,,33088
E01034952,Birmingham 142B,,33089
E01034953,Birmingham 142C,,33090
E01034954,Birmingham 143A,,33091
E01034955,Birmingham 143B,,33092
